#EXPORTTYPE:DATA SINGLE						
#FILE:B&D.ngb-sla						
#FORMAT:NETZSCH5						
#FTYPE:ANSI						
#IDENTITY:D						
#DECIMAL:POINT						
#SEPARATOR:SEMICOLON						
#MTYPE:DIL						
#INSTRUMENT:NETZSCH DIL 402SE						
#PROJECT:1						
#DATE/TIME:10.12.2019 16:07						
#CORR. FILE:						
#TEMPCAL:TCALZERO.TMX						
#LABORATORY:1						
#OPERATOR:1						
#REMARK:						
#SAMPLE:D						
#SAMPLE LENGTH /mm:9.91						
#MATERIAL:Ã’¥…						
#MEASMODE:Standard Expansion						
#M.RANGE /¶Ãm:20000						
#CORR. CODE:010						
#RANGE:-110°„C/5.0(K/min)/200°„C						
#SEGMENT:S1/1						
#SEG. 1:-110°„C/5.0(K/min)/200°„C						
						
##Temp./°„C	Time/min	dL/Lo				
-31.5	15.73352	0.000814868				
-31.4	15.75344	0.000816205				
-31.3	15.77336	0.000817549				
-31.2	15.79324	0.000818898				
-31.1	15.81313	0.000820126				
-31	15.83304	0.000821362				
-30.9	15.85292	0.000822695				
-30.8	15.8728	0.000824207				
-30.7	15.8927	0.000825479				
-30.6	15.9126	0.000826872				
-30.5	15.93249	0.000828247				
-30.4	15.95236	0.000829631				
-30.3	15.97224	0.000830814				
-30.2	15.99215	0.00083224				
-30.1	16.01207	0.000833592				
-30	16.03197	0.000834849				
-29.9	16.05188	0.000836368				
-29.8	16.07175	0.000837524				
-29.7	16.09166	0.000839086				
-29.6	16.11156	0.000840058				
-29.5	16.13148	0.000841774				
-29.4	16.15139	0.000842739				
-29.3	16.17129	0.00084405				
-29.2	16.1912	0.000845607				
-29.1	16.21112	0.000846944				
-29	16.23106	0.000848194				
-28.9	16.251	0.000849577				
-28.8	16.27091	0.000851034				
-28.7	16.29085	0.000852258				
-28.6	16.31082	0.000853605				
-28.5	16.33077	0.000854917				
-28.4	16.35073	0.000856353				
-28.3	16.37072	0.000857812				
-28.2	16.39069	0.000858864				
-28.1	16.41065	0.00086034				
-28	16.43061	0.000861506				
-27.9	16.45058	0.000862933				
-27.8	16.47054	0.000864369				
-27.7	16.49053	0.000865564				
-27.6	16.51048	0.000867025				
-27.5	16.53043	0.000868426				
-27.4	16.55036	0.00086962				
-27.3	16.57033	0.000870842				
-27.2	16.59031	0.000872483				
-27.1	16.61028	0.000873751				
-27	16.63026	0.000874931				
-26.9	16.65024	0.000876151				
-26.8	16.67019	0.000877656				
-26.7	16.69017	0.000878935				
-26.6	16.71015	0.000880369				
-26.5	16.73008	0.000881583				
-26.4	16.75002	0.000882992				
-26.3	16.76998	0.000884256				
-26.2	16.78993	0.00088546				
-26.1	16.8099	0.000886964				
-26	16.82986	0.000888307				
-25.9	16.84982	0.000889627				
-25.8	16.86975	0.000890932				
-25.7	16.88968	0.00089227				
-25.6	16.90963	0.000893664				
-25.5	16.92958	0.000894897				
-25.4	16.94951	0.000896318				
-25.3	16.96946	0.000897533				
-25.2	16.98936	0.000898898				
-25.1	17.00927	0.000900307				
-25	17.02918	0.000901535				
-24.9	17.0491	0.00090285				
-24.8	17.06903	0.000904115				
-24.7	17.08897	0.000905519				
-24.6	17.10889	0.000906687				
-24.5	17.12882	0.000908187				
-24.4	17.14876	0.000909273				
-24.3	17.16868	0.000910699				
-24.2	17.18859	0.000911885				
-24.1	17.20848	0.000913316				
-24	17.2284	0.000914606				
-23.9	17.24829	0.000916032				
-23.8	17.26822	0.000917084				
-23.7	17.28816	0.000918561				
-23.6	17.30811	0.000919875				
-23.5	17.32801	0.000921253				
-23.4	17.34795	0.000922461				
-23.3	17.36791	0.000923627				
-23.2	17.38786	0.000925061				
-23.1	17.40782	0.000926497				
-23	17.42779	0.000927623				
-22.9	17.44774	0.000928965				
-22.8	17.46768	0.000930312				
-22.7	17.48762	0.000931418				
-22.6	17.50755	0.000932901				
-22.5	17.52749	0.000934156				
-22.4	17.54743	0.000935382				
-22.3	17.56741	0.000936821				
-22.2	17.58736	0.000938076				
-22.1	17.60734	0.000939272				
-22	17.62731	0.000940681				
-21.9	17.64728	0.000942013				
-21.8	17.66725	0.000943078				
-21.7	17.68721	0.000944553				
-21.6	17.70718	0.000945676				
-21.5	17.72716	0.000947127				
-21.4	17.74714	0.00094847				
-21.3	17.76714	0.000949534				
-21.2	17.78715	0.000950877				
-21.1	17.80712	0.000952207				
-21	17.82713	0.000953466				
-20.9	17.84713	0.000954614				
-20.8	17.86713	0.000956163				
-20.7	17.88712	0.000957221				
-20.6	17.90712	0.000958658				
-20.5	17.92715	0.000959837				
-20.4	17.94716	0.000961258				
-20.3	17.96718	0.000962537				
-20.2	17.98716	0.000963547				
-20.1	18.00717	0.000964988				
-20	18.02718	0.000966252				
-19.9	18.04717	0.00096744				
-19.8	18.06716	0.000968967				
-19.7	18.08714	0.000970145				
-19.6	18.10712	0.000971363				
-19.5	18.12712	0.000972768				
-19.4	18.14709	0.000973955				
-19.3	18.16707	0.000975314				
-19.2	18.18701	0.000976551				
-19.1	18.20699	0.000977844				
-19	18.22696	0.000979146				
-18.9	18.24691	0.000980347				
-18.8	18.26685	0.000981541				
-18.7	18.28682	0.00098299				
-18.6	18.30676	0.000984336				
-18.5	18.3267	0.000985546				
-18.4	18.34662	0.000987029				
-18.3	18.36655	0.000988133				
-18.2	18.38647	0.000989622				
-18.1	18.4064	0.000990683				
-18	18.42634	0.000992016				
-17.9	18.44624	0.000993174				
-17.8	18.46617	0.000994605				
-17.7	18.48608	0.000995852				
-17.6	18.50598	0.000997088				
-17.5	18.52588	0.000998444				
-17.4	18.54576	0.000999767				
-17.3	18.56566	0.001001188				
-17.2	18.58557	0.001002062				
-17.1	18.60547	0.001003646				
-17	18.62534	0.001004943				
-16.9	18.64522	0.001006265				
-16.8	18.66512	0.001007535				
-16.7	18.68498	0.001008744				
-16.6	18.70485	0.001010014				
-16.5	18.72474	0.001011409				
-16.4	18.74465	0.001012821				
-16.3	18.76455	0.001013929				
-16.2	18.78446	0.001015495				
-16.1	18.80438	0.001016555				
-16	18.82429	0.001017942				
-15.9	18.84419	0.001018869				
-15.8	18.86411	0.001020397				
-15.7	18.88405	0.001021683				
-15.6	18.90401	0.001022905				
-15.5	18.92397	0.001024232				
-15.4	18.94393	0.001025381				
-15.3	18.96391	0.001026795				
-15.2	18.98389	0.001027911				
-15.1	19.00386	0.001029356				
-15	19.02388	0.001030364				
-14.9	19.0439	0.001032059				
-14.8	19.0639	0.00103289				
-14.7	19.08391	0.001034462				
-14.6	19.10395	0.001035582				
-14.5	19.12399	0.001036898				
-14.4	19.14401	0.00103818				
-14.3	19.16403	0.001039373				
-14.2	19.18407	0.001040726				
-14.1	19.20408	0.001041997				
-14	19.22408	0.001043334				
-13.9	19.2441	0.001044451				
-13.8	19.26415	0.001045899				
-13.7	19.28417	0.001047173				
-13.6	19.30418	0.00104846				
-13.5	19.3242	0.001049557				
-13.4	19.34421	0.001050976				
-13.3	19.3642	0.001052271				
-13.2	19.38421	0.001053475				
-13.1	19.4042	0.001054831				
-13	19.42417	0.00105586				
-12.9	19.44414	0.001057359				
-12.8	19.46412	0.001058565				
-12.7	19.48409	0.001059811				
-12.6	19.50406	0.001060948				
-12.5	19.52402	0.001062456				
-12.4	19.54398	0.001063663				
-12.3	19.56394	0.001064869				
-12.2	19.58391	0.001066121				
-12.1	19.60387	0.001067347				
-12	19.62384	0.001068803				
-11.9	19.64381	0.001069804				
-11.8	19.66378	0.001071115				
-11.7	19.68372	0.00107228				
-11.6	19.70365	0.001073936				
-11.5	19.72358	0.00107476				
-11.4	19.74352	0.001076252				
-11.3	19.76345	0.001077452				
-11.2	19.78337	0.001078879				
-11.1	19.80328	0.001080096				
-11	19.8232	0.001081258				
-10.9	19.84312	0.001082512				
-10.8	19.86305	0.001083723				
-10.7	19.88298	0.001085278				
-10.6	19.90291	0.001086227				
-10.5	19.92284	0.001087608				
-10.4	19.94277	0.001088842				
-10.3	19.96269	0.001090179				
-10.2	19.9826	0.001091497				
-10.1	20.00251	0.001092637				
-10	20.02245	0.001093874				
-9.9	20.04235	0.001095118				
-9.8	20.06226	0.001096423				
-9.7	20.08219	0.001097522				
-9.6	20.10212	0.001099038				
-9.5	20.12206	0.001100126				
-9.4	20.142	0.001101579				
-9.3	20.16192	0.001102529				
-9.2	20.18187	0.001103802				
-9.1	20.20181	0.00110517				
-9	20.22178	0.001106513				
-8.9	20.24173	0.00110777				
-8.8	20.26169	0.00110899				
-8.7	20.28163	0.00111018				
-8.6	20.30157	0.001111496				
-8.5	20.32155	0.001112674				
-8.4	20.34151	0.001113852				
-8.3	20.36148	0.001115379				
-8.2	20.38147	0.001116615				
-8.1	20.40146	0.001117761				
-8	20.42144	0.001118931				
-7.9	20.44141	0.001120378				
-7.8	20.4614	0.001121671				
-7.7	20.48138	0.001122952				
-7.6	20.50135	0.00112411				
-7.5	20.52132	0.001125552				
-7.4	20.54132	0.001126621				
-7.3	20.5613	0.001127967				
-7.2	20.5813	0.001129212				
-7.1	20.60129	0.001130277				
-7	20.62127	0.001131742				
-6.9	20.64125	0.001132794				
-6.8	20.66122	0.001134222				
-6.7	20.68122	0.001135307				
-6.6	20.7012	0.001136723				
-6.5	20.72117	0.001137808				
-6.4	20.74113	0.001139297				
-6.3	20.7611	0.001140302				
-6.2	20.78106	0.0011416				
-6.1	20.80102	0.001142919				
-6	20.82097	0.001144202				
-5.9	20.84093	0.001145403				
-5.8	20.8609	0.001146581				
-5.7	20.88086	0.00114811				
-5.6	20.90082	0.001149131				
-5.5	20.92077	0.001150401				
-5.4	20.94074	0.001151667				
-5.3	20.9607	0.001153106				
-5.2	20.98064	0.001154217				
-5.1	21.00057	0.001155413				
-5	21.02053	0.001156697				
-4.9	21.0405	0.001157718				
-4.8	21.06044	0.00115927				
-4.7	21.08041	0.001160318				
-4.6	21.10034	0.001161584				
-4.5	21.1203	0.001162827				
-4.4	21.14026	0.001164183				
-4.3	21.16022	0.00116543				
-4.2	21.18017	0.001166764				
-4.1	21.20013	0.00116773				
-4	21.22009	0.001169222				
-3.9	21.24005	0.001170334				
-3.8	21.26002	0.001171679				
-3.7	21.27999	0.001173039				
-3.6	21.29998	0.001174286				
-3.5	21.31996	0.001175546				
-3.4	21.33991	0.00117679				
-3.3	21.35987	0.00117815				
-3.2	21.37985	0.001179494				
-3.1	21.39983	0.001180859				
-3	21.41981	0.001182085				
-2.9	21.43976	0.001183565				
-2.8	21.45974	0.001184751				
-2.7	21.47971	0.00118607				
-2.6	21.4997	0.001187386				
-2.5	21.51971	0.001188578				
-2.4	21.53969	0.001190066				
-2.3	21.55967	0.001191187				
-2.2	21.57967	0.001192565				
-2.1	21.59963	0.001193692				
-2	21.61963	0.001195322				
-1.9	21.63961	0.001196203				
-1.8	21.65956	0.001197688				
-1.7	21.67955	0.001198902				
-1.6	21.69952	0.00120031				
-1.5	21.71947	0.001201713				
-1.4	21.73945	0.001202833				
-1.3	21.75944	0.001204219				
-1.2	21.7794	0.001205516				
-1.1	21.79937	0.00120693				
-1	21.81935	0.001208081				
-0.9	21.83935	0.001209546				
-0.8	21.85935	0.00121079				
-0.7	21.87933	0.001212043				
-0.6	21.89931	0.001213441				
-0.5	21.91928	0.001214547				
-0.4	21.93923	0.001215916				
-0.3	21.95921	0.001217156				
-0.2	21.97917	0.001218542				
-0.1	21.99912	0.001219652				
0	22.01907	0.001221344				
0.1	22.03901	0.001222264				
0.2	22.05897	0.001223749				
0.3	22.07893	0.001224967				
0.4	22.09887	0.001226327				
0.5	22.11882	0.001227669				
0.6	22.13878	0.001228868				
0.7	22.15875	0.001230274				
0.8	22.17872	0.001231443				
0.9	22.19867	0.001232974				
1	22.21863	0.001234088				
1.1	22.23855	0.001235566				
1.2	22.25849	0.001236784				
1.3	22.27847	0.001238306				
1.4	22.29844	0.001239468				
1.5	22.31843	0.001240844				
1.6	22.3384	0.001241772				
1.7	22.35838	0.001243234				
1.8	22.37835	0.001244643				
1.9	22.39833	0.001245734				
2	22.41833	0.001247267				
2.1	22.43835	0.001248339				
2.2	22.45836	0.001249955				
2.3	22.47838	0.001250949				
2.4	22.49838	0.001252391				
2.5	22.51839	0.00125364				
2.6	22.53841	0.001254989				
2.7	22.55844	0.001256243				
2.8	22.57845	0.001257556				
2.9	22.59848	0.001259056				
3	22.61852	0.001259989				
3.1	22.63857	0.001261398				
3.2	22.65864	0.001262612				
3.3	22.67869	0.001264				
3.4	22.6987	0.001265314				
3.5	22.71873	0.001266421				
3.6	22.73875	0.001267863				
3.7	22.75878	0.00126915				
3.8	22.77882	0.001270345				
3.9	22.79884	0.00127157				
4	22.81887	0.001272949				
4.1	22.83888	0.001274081				
4.2	22.85889	0.001275476				
4.3	22.8789	0.001276405				
4.4	22.89887	0.001277865				
4.5	22.91888	0.001279009				
4.6	22.93888	0.001280338				
4.7	22.95885	0.001281499				
4.8	22.97881	0.001282796				
4.9	22.99874	0.001283904				
5	23.01871	0.001285268				
5.1	23.03864	0.001286612				
5.2	23.05858	0.001287616				
5.3	23.07851	0.001288996				
5.4	23.09843	0.001290131				
5.5	23.11833	0.001291617				
5.6	23.13826	0.001292637				
5.7	23.15818	0.001293952				
5.8	23.17806	0.00129494				
5.9	23.19798	0.001296369				
6	23.21789	0.001297465				
6.1	23.2378	0.001298764				
6.2	23.25773	0.001300022				
6.3	23.27765	0.001301231				
6.4	23.29757	0.001302559				
6.5	23.31748	0.001303736				
6.6	23.33739	0.00130493				
6.7	23.35731	0.00130624				
6.8	23.37723	0.001307536				
6.9	23.39714	0.001308707				
7	23.41707	0.001309838				
7.1	23.43698	0.001311137				
7.2	23.45691	0.00131277				
7.3	23.47683	0.00131364				
7.4	23.49675	0.001315013				
7.5	23.51669	0.001316104				
7.6	23.53662	0.001317409				
7.7	23.55655	0.001318679				
7.8	23.5765	0.001319783				
7.9	23.59645	0.001321072				
8	23.61637	0.001322104				
8.1	23.63628	0.00132369				
8.2	23.65623	0.00132452				
8.3	23.67614	0.001326013				
8.4	23.69608	0.001327272				
8.5	23.71602	0.001328563				
8.6	23.73601	0.001329766				
8.7	23.75596	0.001331002				
8.8	23.77594	0.001332562				
8.9	23.79591	0.001333611				
9	23.8159	0.001334928				
9.1	23.8359	0.001336124				
9.2	23.85588	0.001337624				
9.3	23.87589	0.001338745				
9.4	23.89586	0.001340156				
9.5	23.91583	0.001341133				
9.6	23.9358	0.001342567				
9.7	23.95581	0.001343759				
9.8	23.9758	0.001345126				
9.9	23.99578	0.001346314				
10	24.01578	0.001347793				
10.1	24.03578	0.001348985				
10.2	24.05578	0.001350098				
10.3	24.07576	0.001351299				
10.4	24.09576	0.001352583				
10.5	24.11575	0.001354005				
10.6	24.13571	0.001355075				
10.7	24.15568	0.001356459				
10.8	24.17565	0.001357647				
10.9	24.19561	0.001358763				
11	24.21558	0.001360437				
11.1	24.23554	0.001361355				
11.2	24.25549	0.001362758				
11.3	24.27548	0.001363982				
11.4	24.29546	0.001365473				
11.5	24.31543	0.001366462				
11.6	24.33542	0.001367801				
11.7	24.3554	0.001369051				
11.8	24.37535	0.001370379				
11.9	24.39533	0.001371539				
12	24.41529	0.001372688				
12.1	24.43526	0.001374202				
12.2	24.45524	0.001375393				
12.3	24.47522	0.001376662				
12.4	24.49519	0.001377916				
12.5	24.51514	0.001379438				
12.6	24.53512	0.001380382				
12.7	24.55509	0.001381737				
12.8	24.57504	0.001382836				
12.9	24.59499	0.001384261				
13	24.61498	0.001385359				
13.1	24.63494	0.001386748				
13.2	24.65491	0.001387946				
13.3	24.67487	0.001389079				
13.4	24.69483	0.001390584				
13.5	24.71478	0.001391525				
13.6	24.73476	0.001392987				
13.7	24.75471	0.001394079				
13.8	24.77469	0.001395576				
13.9	24.79464	0.001396658				
14	24.81458	0.001398078				
14.1	24.83454	0.001399119				
14.2	24.85449	0.001400385				
14.3	24.87442	0.00140168				
14.4	24.89438	0.001402788				
14.5	24.91434	0.001404476				
14.6	24.93433	0.001405308				
14.7	24.95429	0.001406813				
14.8	24.97425	0.001407835				
14.9	24.99425	0.001409242				
15	25.01422	0.001410437				
15.1	25.03419	0.001411801				
15.2	25.0542	0.001412645				
15.3	25.07418	0.00141401				
15.4	25.09417	0.001415389				
15.5	25.11415	0.001416791				
15.6	25.13415	0.00141779				
15.7	25.15415	0.001418982				
15.8	25.17417	0.001420514				
15.9	25.19417	0.001421679				
16	25.21419	0.001422908				
16.1	25.23422	0.00142396				
16.2	25.25424	0.001425527				
16.3	25.27427	0.001426681				
16.4	25.29431	0.001427924				
16.5	25.31433	0.001429127				
16.6	25.33436	0.001430247				
16.7	25.35439	0.00143167				
16.8	25.37443	0.001432773				
16.9	25.39446	0.001434285				
17	25.41448	0.001435488				
17.1	25.43449	0.001436713				
17.2	25.45449	0.001438014				
17.3	25.47447	0.001439354				
17.4	25.49446	0.001440541				
17.5	25.51445	0.001441899				
17.6	25.53442	0.001443064				
17.7	25.5544	0.001444333				
17.8	25.57438	0.001445575				
17.9	25.59433	0.001446766				
18	25.61431	0.001448286				
18.1	25.63428	0.001449471				
18.2	25.65425	0.001450581				
18.3	25.67422	0.001451754				
18.4	25.69419	0.001453196				
18.5	25.71415	0.001454158				
18.6	25.73411	0.001455511				
18.7	25.75406	0.001456896				
18.8	25.774	0.001458413				
18.9	25.79395	0.001459478				
19	25.81392	0.001460413				
19.1	25.83388	0.00146206				
19.2	25.85386	0.001463023				
19.3	25.87384	0.001464373				
19.4	25.89382	0.001465549				
19.5	25.9138	0.001466994				
19.6	25.93378	0.00146817				
19.7	25.95376	0.001469436				
19.8	25.97375	0.001470485				
19.9	25.99374	0.001471853				
20	26.01373	0.001473				
20.1	26.03373	0.001474242				
20.2	26.05374	0.001475521				
20.3	26.07373	0.001476782				
20.4	26.09372	0.001478231				
20.5	26.11374	0.001479187				
20.6	26.13374	0.001480542				
20.7	26.15376	0.001481746				
20.8	26.17377	0.001483063				
20.9	26.19376	0.001484393				
21	26.21374	0.001485368				
21.1	26.23372	0.001486621				
21.2	26.25371	0.001487981				
21.3	26.2737	0.001489072				
21.4	26.29371	0.001490501				
21.5	26.31374	0.001491625				
21.6	26.33379	0.001492722				
21.7	26.35381	0.00149413				
21.8	26.37382	0.001495146				
21.9	26.39384	0.00149654				
22	26.41387	0.001497572				
22.1	26.43389	0.001499116				
22.2	26.45389	0.001500186				
22.3	26.47389	0.001501433				
22.4	26.4939	0.001502705				
22.5	26.51391	0.001503883				
22.6	26.53391	0.001505216				
22.7	26.55391	0.001506182				
22.8	26.5739	0.001507531				
22.9	26.59392	0.001508805				
23	26.61393	0.001509936				
23.1	26.63395	0.001511111				
23.2	26.65399	0.001512357				
23.3	26.674	0.00151359				
23.4	26.694	0.001514879				
23.5	26.714	0.001516138				
23.6	26.734	0.001517103				
23.7	26.754	0.001518538				
23.8	26.77402	0.001519728				
23.9	26.79402	0.001520927				
24	26.81398	0.00152214				
24.1	26.83396	0.00152336				
24.2	26.85394	0.00152446				
24.3	26.87393	0.001525715				
24.4	26.89391	0.001526888				
24.5	26.91388	0.001528372				
24.6	26.93383	0.001529687				
24.7	26.9538	0.001530789				
24.8	26.97375	0.00153179				
24.9	26.99372	0.001533029				
25	27.01368	0.001534511				
25.1	27.03364	0.001535516				
25.2	27.05362	0.001536917				
25.3	27.07357	0.001537893				
25.4	27.09355	0.001539231				
25.5	27.11348	0.001540248				
25.6	27.13342	0.001541746				
25.7	27.15336	0.001542767				
25.8	27.17331	0.001544158				
25.9	27.19325	0.00154534				
26	27.2132	0.001546267				
26.1	27.23321	0.001547764				
26.2	27.25319	0.001548983				
26.3	27.27317	0.001550299				
26.4	27.29317	0.001551097				
26.5	27.31316	0.001552588				
26.6	27.33316	0.001553819				
26.7	27.35316	0.001555087				
26.8	27.37317	0.001556238				
26.9	27.39319	0.001557369				
27	27.4132	0.001558859				
27.1	27.43322	0.001559853				
27.2	27.4532	0.001560974				
27.3	27.47322	0.00156225				
27.4	27.49321	0.001563393				
27.5	27.51323	0.00156474				
27.6	27.53326	0.00156612				
27.7	27.55326	0.001567094				
27.8	27.57329	0.001568438				
27.9	27.59327	0.001569533				
28	27.61329	0.001570756				
28.1	27.6333	0.001571939				
28.2	27.65332	0.001572874				
28.3	27.67332	0.001574678				
28.4	27.69333	0.001575495				
28.5	27.71332	0.001576849				
28.6	27.73333	0.001577914				
28.7	27.75334	0.001579365				
28.8	27.77335	0.001580433				
28.9	27.79334	0.001581759				
29	27.81336	0.001582854				
29.1	27.83335	0.001583976				
29.2	27.85335	0.001585473				
29.3	27.87337	0.001586341				
29.4	27.89337	0.001587591				
29.5	27.91339	0.001588826				
29.6	27.93338	0.001590313				
29.7	27.9534	0.001591161				
29.8	27.9734	0.001592633				
29.9	27.9934	0.001593575				
30	28.01341	0.001595152				
30.1	28.03341	0.001595966				
30.2	28.05338	0.00159727				
30.3	28.07336	0.00159856				
30.4	28.09333	0.001599483				
30.5	28.11329	0.001600943				
30.6	28.13329	0.001601901				
30.7	28.15328	0.001603283				
30.8	28.17326	0.00160442				
30.9	28.19324	0.001605515				
31	28.21322	0.001606836				
31.1	28.23318	0.001608153				
31.2	28.25318	0.001609453				
31.3	28.27316	0.001610543				
31.4	28.29313	0.001611773				
31.5	28.31312	0.001612644				
31.6	28.33309	0.001614391				
31.7	28.35308	0.001615122				
31.8	28.37306	0.001616607				
31.9	28.39304	0.001617567				
32	28.41299	0.001619022				
32.1	28.43297	0.001620017				
32.2	28.45296	0.00162114				
32.3	28.47295	0.001622407				
32.4	28.49294	0.001623562				
32.5	28.51295	0.001624835				
32.6	28.53295	0.001625884				
32.7	28.55293	0.001627336				
32.8	28.57293	0.001628302				
32.9	28.59294	0.001629783				
33	28.61295	0.001630429				
33.1	28.63293	0.00163178				
33.2	28.65293	0.001632734				
33.3	28.67295	0.001634211				
33.4	28.69298	0.001635157				
33.5	28.71298	0.001636253				
33.6	28.73296	0.001637667				
33.7	28.75296	0.001638827				
33.8	28.77297	0.001640098				
33.9	28.79294	0.001640891				
34	28.81295	0.001642414				
34.1	28.83296	0.001643492				
34.2	28.85297	0.001644847				
34.3	28.87296	0.001645708				
34.4	28.89296	0.001646961				
34.5	28.91297	0.001648281				
34.6	28.93297	0.001649391				
34.7	28.95299	0.00165044				
34.8	28.97302	0.001651508				
34.9	28.99304	0.001653012				
35	29.01306	0.001654032				
35.1	29.03311	0.001655286				
35.2	29.05313	0.001656153				
35.3	29.07316	0.001657719				
35.4	29.09314	0.001658677				
35.5	29.11314	0.001659882				
35.6	29.13315	0.001661196				
35.7	29.15319	0.001662312				
35.8	29.1732	0.001663516				
35.9	29.19322	0.001664681				
36	29.21328	0.001665843				
36.1	29.23329	0.001666852				
36.2	29.25329	0.001668368				
36.3	29.27331	0.001669223				
36.4	29.29333	0.001670592				
36.5	29.31331	0.001671673				
36.6	29.33328	0.001672911				
36.7	29.35324	0.001673956				
36.8	29.37319	0.001675126				
36.9	29.39313	0.001676525				
37	29.41308	0.001677443				
37.1	29.43302	0.001678783				
37.2	29.45297	0.00167976				
37.3	29.47291	0.001681215				
37.4	29.49287	0.001682077				
37.5	29.51283	0.001683475				
37.6	29.53277	0.001684585				
37.7	29.55272	0.001685627				
37.8	29.57265	0.001686988				
37.9	29.59262	0.001688193				
38	29.61257	0.00168921				
38.1	29.63252	0.001690314				
38.2	29.6525	0.001691722				
38.3	29.67246	0.001692786				
38.4	29.69244	0.001693956				
38.5	29.71243	0.001695098				
38.6	29.73243	0.001696385				
38.7	29.75242	0.001697409				
38.8	29.77241	0.001698708				
38.9	29.79241	0.00169982				
39	29.8124	0.001701142				
39.1	29.83242	0.001702157				
39.2	29.85241	0.00170327				
39.3	29.87239	0.001704444				
39.4	29.89238	0.001705576				
39.5	29.91236	0.00170696				
39.6	29.93235	0.001707994				
39.7	29.95235	0.001709061				
39.8	29.97235	0.001710189				
39.9	29.99233	0.001711559				
40	30.0123	0.001712705				
40.1	30.03227	0.001713923				
40.2	30.05223	0.00171502				
40.3	30.07219	0.001716239				
40.4	30.09215	0.001717349				
40.5	30.11211	0.001718634				
40.6	30.13206	0.00171969				
40.7	30.15203	0.001720861				
40.8	30.17199	0.001722079				
40.9	30.19195	0.001723202				
41	30.21191	0.001724617				
41.1	30.23187	0.001725326				
41.2	30.25183	0.00172686				
41.3	30.27178	0.001727734				
41.4	30.29173	0.001728985				
41.5	30.3117	0.001730139				
41.6	30.33168	0.001731488				
41.7	30.35163	0.001732515				
41.8	30.37159	0.001733709				
41.9	30.39154	0.001734863				
42	30.4115	0.00173591				
42.1	30.43147	0.001737303				
42.2	30.45144	0.001738223				
42.3	30.47141	0.001739424				
42.4	30.49138	0.001740529				
42.5	30.51134	0.001741839				
42.6	30.5313	0.001743065				
42.7	30.55126	0.001743907				
42.8	30.57124	0.001745263				
42.9	30.5912	0.001746391				
43	30.61118	0.001747626				
43.1	30.63115	0.001748501				
43.2	30.6511	0.001750121				
43.3	30.67105	0.001750942				
43.4	30.69102	0.001752495				
43.5	30.71099	0.001753125				
43.6	30.73095	0.001754689				
43.7	30.75091	0.001755796				
43.8	30.77087	0.001756839				
43.9	30.79085	0.001757789				
44	30.81082	0.001759034				
44.1	30.83081	0.001760361				
44.2	30.85078	0.001761448				
44.3	30.87074	0.001762613				
44.4	30.89071	0.001763468				
44.5	30.91068	0.001765088				
44.6	30.93068	0.001765963				
44.7	30.95066	0.001767191				
44.8	30.97065	0.001768152				
44.9	30.9906	0.001769764				
45	31.01061	0.00177058				
45.1	31.03058	0.001771807				
45.2	31.05056	0.001773028				
45.3	31.07054	0.001774077				
45.4	31.09054	0.001775285				
45.5	31.11054	0.001776387				
45.6	31.13056	0.001777534				
45.7	31.15055	0.001778523				
45.8	31.17057	0.001780069				
45.9	31.19059	0.00178108				
46	31.21062	0.001782086				
46.1	31.23064	0.001783279				
46.2	31.25066	0.001784536				
46.3	31.27069	0.001785934				
46.4	31.29076	0.001786833				
46.5	31.31078	0.001788198				
46.6	31.33083	0.001789239				
46.7	31.35088	0.001790717				
46.8	31.3709	0.001791586				
46.9	31.39096	0.001792931				
47	31.411	0.001793899				
47.1	31.43101	0.001795212				
47.2	31.45104	0.001796296				
47.3	31.4711	0.001797634				
47.4	31.49115	0.001798738				
47.5	31.5112	0.001799949				
47.6	31.53123	0.001801089				
47.7	31.55126	0.001802111				
47.8	31.5713	0.001803514				
47.9	31.5913	0.001804494				
48	31.61131	0.001805942				
48.1	31.63129	0.001806937				
48.2	31.65129	0.001808216				
48.3	31.67128	0.001809258				
48.4	31.69126	0.001810421				
48.5	31.71121	0.001811713				
48.6	31.73118	0.001812735				
48.7	31.75114	0.001814195				
48.8	31.7711	0.001815059				
48.9	31.79105	0.001816452				
49	31.81098	0.001817655				
49.1	31.83094	0.00181896				
49.2	31.8509	0.001819766				
49.3	31.87084	0.001821167				
49.4	31.89077	0.00182226				
49.5	31.91071	0.001823532				
49.6	31.93063	0.001824556				
49.7	31.95058	0.001825532				
49.8	31.97051	0.001827098				
49.9	31.99044	0.001827948				
50	32.01038	0.001829389				
50.1	32.03033	0.001830309				
50.2	32.05027	0.001831575				
50.3	32.07022	0.001832693				
50.4	32.09014	0.001833984				
50.5	32.11007	0.00183508				
50.6	32.13003	0.001836276				
50.7	32.15	0.001837425				
50.8	32.16995	0.001838625				
50.9	32.1899	0.001839728				
51	32.20985	0.001840885				
51.1	32.22979	0.001842332				
51.2	32.24974	0.001843306				
51.3	32.26967	0.001844488				
51.4	32.28962	0.001845764				
51.5	32.30957	0.001846712				
51.6	32.32951	0.001847822				
51.7	32.34945	0.00184913				
51.8	32.3694	0.001850206				
51.9	32.38937	0.001851248				
52	32.40934	0.001852645				
52.1	32.42931	0.001853462				
52.2	32.44927	0.001854774				
52.3	32.46924	0.001855792				
