#EXPORTTYPE:DATA SINGLE						
#FILE:B&D.ngb-sla						
#FORMAT:NETZSCH5						
#FTYPE:ANSI						
#IDENTITY:D						
#DECIMAL:POINT						
#SEPARATOR:SEMICOLON						
#MTYPE:DIL						
#INSTRUMENT:NETZSCH DIL 402SE						
#PROJECT:1						
#DATE/TIME:10.12.2019 16:07						
#CORR. FILE:						
#TEMPCAL:TCALZERO.TMX						
#LABORATORY:1						
#OPERATOR:1						
#REMARK:						
#SAMPLE:D						
#SAMPLE LENGTH /mm:9.91						
#MATERIAL:Ã’¥…						
#MEASMODE:Standard Expansion						
#M.RANGE /¶Ãm:20000						
#CORR. CODE:010						
#RANGE:-110°„C/5.0(K/min)/200°„C						
#SEGMENT:S1/1						
#SEG. 1:-110°„C/5.0(K/min)/200°„C						
						
##Temp./°„C	Time/min	dL/Lo				
138.1	49.62362	0.002250404				
138.2	49.64363	0.002248991				
138.3	49.66364	0.002248052				
138.4	49.68364	0.002246962				
138.5	49.70363	0.002246064				
138.6	49.72362	0.002244816				
138.7	49.74363	0.002243727				
138.8	49.76363	0.002242801				
138.9	49.78362	0.002241528				
139	49.80362	0.002240483				
139.1	49.82363	0.002239404				
139.2	49.84362	0.002238267				
139.3	49.86363	0.002237281				
139.4	49.88364	0.002236246				
139.5	49.90365	0.002234911				
139.6	49.92366	0.002233837				
139.7	49.94366	0.002232687				
139.8	49.96367	0.002231552				
139.9	49.98367	0.002230442				
140	50.00369	0.002229087				
140.1	50.02373	0.002228146				
140.2	50.04372	0.002226904				
140.3	50.06372	0.002225894				
140.4	50.08374	0.002224471				
140.5	50.10376	0.002223615				
140.6	50.12377	0.002222214				
140.7	50.14376	0.002221163				
140.8	50.16375	0.00222001				
140.9	50.18373	0.002218865				
141	50.20371	0.002217731				
141.1	50.22369	0.002216385				
141.2	50.24367	0.002215437				
141.3	50.26365	0.002214051				
141.4	50.28363	0.002213194				
141.5	50.3036	0.002211744				
141.6	50.32358	0.002210649				
141.7	50.34354	0.002209226				
141.8	50.3635	0.002208323				
141.9	50.38346	0.002206897				
142	50.40344	0.002205666				
142.1	50.42338	0.002204545				
142.2	50.44331	0.002203209				
142.3	50.46329	0.002202038				
142.4	50.48326	0.002200681				
142.5	50.50322	0.002199851				
142.6	50.52319	0.002198195				
142.7	50.54314	0.002197308				
142.8	50.56309	0.00219576				
142.9	50.58307	0.00219476				
143	50.60307	0.002193467				
143.1	50.62305	0.002192175				
143.2	50.64304	0.002190899				
143.3	50.66304	0.002189592				
143.4	50.68301	0.00218856				
143.5	50.70301	0.002187066				
143.6	50.72301	0.002185938				
143.7	50.74302	0.002184586				
143.8	50.76305	0.002183496				
143.9	50.78307	0.002181955				
144	50.80308	0.002180951				
144.1	50.82311	0.002179411				
144.2	50.84317	0.002178366				
144.3	50.86321	0.002177064				
144.4	50.88325	0.002175529				
144.5	50.90327	0.002174613				
144.6	50.92332	0.002173157				
144.7	50.94338	0.002172086				
144.8	50.96345	0.002170413				
144.9	50.98353	0.002169443				
145	51.00361	0.002167874				
145.1	51.02366	0.002166684				
145.2	51.04372	0.002165503				
145.3	51.06378	0.002164105				
145.4	51.08385	0.002162702				
145.5	51.10392	0.00216146				
145.6	51.12396	0.002160237				
145.7	51.144	0.002158747				
145.8	51.16404	0.00215763				
145.9	51.18408	0.00215617				
146	51.20411	0.002155038				
146.1	51.22414	0.00215363				
146.2	51.24418	0.002152342				
146.3	51.26422	0.002150927				
146.4	51.28427	0.002149831				
146.5	51.30429	0.002148341				
146.6	51.32431	0.002146866				
146.7	51.34433	0.002145794				
146.8	51.36435	0.00214421				
146.9	51.38437	0.002143104				
147	51.40437	0.002141473				
147.1	51.42436	0.002140401				
147.2	51.44437	0.002139054				
147.3	51.46438	0.002137722				
147.4	51.48438	0.002136384				
147.5	51.5044	0.002135091				
147.6	51.52439	0.002133622				
147.7	51.54439	0.002132376				
147.8	51.56438	0.002131097				
147.9	51.58438	0.002129563				
148	51.60438	0.002128486				
148.1	51.62437	0.002126945				
148.2	51.64434	0.002125846				
148.3	51.66428	0.002124348				
148.4	51.68421	0.002122985				
148.5	51.70417	0.002121641				
148.6	51.72414	0.002120279				
148.7	51.74411	0.002118967				
148.8	51.76406	0.002117711				
148.9	51.784	0.002116426				
149	51.80395	0.002114955				
149.1	51.82391	0.00211372				
149.2	51.84384	0.002112319				
149.3	51.86379	0.00211118				
149.4	51.88374	0.002109566				
149.5	51.90367	0.002108536				
149.6	51.92362	0.002106862				
149.7	51.94356	0.002105798				
149.8	51.96351	0.002104261				
149.9	51.98345	0.002102897				
150	52.00338	0.002101602				
150.1	52.02331	0.002100411				
150.2	52.04326	0.002098872				
150.3	52.06321	0.002097587				
150.4	52.08318	0.002096388				
150.5	52.10316	0.002094963				
150.6	52.12313	0.002093824				
150.7	52.14308	0.002092402				
150.8	52.16303	0.002091095				
150.9	52.18301	0.002089867				
151	52.203	0.002088608				
151.1	52.22297	0.002087213				
151.2	52.24294	0.002086045				
151.3	52.26294	0.002084749				
151.4	52.28293	0.002083381				
151.5	52.30293	0.002082039				
151.6	52.32296	0.002080588				
151.7	52.34298	0.002079645				
151.8	52.36304	0.002078267				
151.9	52.3831	0.002077113				
152	52.40317	0.002075515				
152.1	52.42323	0.002074513				
152.2	52.44332	0.002073212				
152.3	52.46337	0.002071905				
152.4	52.48344	0.002070577				
152.5	52.50351	0.00206934				
152.6	52.52356	0.00206818				
152.7	52.54363	0.002066915				
152.8	52.56371	0.00206578				
152.9	52.58378	0.002064266				
153	52.60387	0.00206334				
153.1	52.62396	0.002061793				
153.2	52.64406	0.002060727				
153.3	52.66414	0.002059318				
153.4	52.68422	0.002058368				
153.5	52.7043	0.002056977				
153.6	52.72436	0.002055842				
153.7	52.74443	0.002054602				
153.8	52.76448	0.002053473				
153.9	52.78451	0.002052315				
154	52.80454	0.002050896				
154.1	52.82456	0.002049982				
154.2	52.8446	0.002048684				
154.3	52.86463	0.002047529				
154.4	52.88468	0.002046299				
154.5	52.90473	0.002045223				
154.6	52.92474	0.002043917				
154.7	52.94476	0.002042997				
154.8	52.96477	0.002041816				
154.9	52.98478	0.002040564				
155	53.00476	0.00203972				
155.1	53.02475	0.002038364				
155.2	53.04472	0.002037493				
155.3	53.06472	0.002036069				
155.4	53.0847	0.002035222				
155.5	53.10469	0.00203398				
155.6	53.12467	0.00203287				
155.7	53.14463	0.00203207				
155.8	53.16458	0.002030686				
155.9	53.18454	0.002029808				
156	53.20448	0.002028595				
156.1	53.22443	0.002027651				
156.2	53.24437	0.002026427				
156.3	53.26431	0.002025748				
156.4	53.28427	0.002024433				
156.5	53.30421	0.002023669				
156.6	53.32417	0.002022459				
156.7	53.34415	0.002021681				
156.8	53.36409	0.002020485				
156.9	53.38406	0.002019567				
157	53.40402	0.002018763				
157.1	53.42398	0.002017954				
157.2	53.44393	0.00201692				
157.3	53.46388	0.002015908				
157.4	53.4838	0.002015266				
157.5	53.50377	0.002014107				
157.6	53.52371	0.002013412				
157.7	53.54365	0.002012292				
157.8	53.56358	0.002011601				
157.9	53.58353	0.002010925				
158	53.6035	0.002009949				
158.1	53.62348	0.002009132				
158.2	53.64345	0.002008179				
158.3	53.66341	0.002007521				
158.4	53.68335	0.002006707				
158.5	53.7033	0.002005981				
158.6	53.72325	0.002004946				
158.7	53.74317	0.002004403				
158.8	53.7631	0.002003489				
158.9	53.78304	0.002002746				
159	53.803	0.002002033				
159.1	53.82296	0.002001163				
159.2	53.84293	0.002000508				
159.3	53.86288	0.001999686				
159.4	53.88286	0.001999257				
159.5	53.90284	0.001998286				
159.6	53.92282	0.001997792				
159.7	53.9428	0.001996974				
159.8	53.96279	0.001996461				
159.9	53.98277	0.001995638				
160	54.00274	0.001995076				
160.1	54.02272	0.001994343				
160.2	54.04268	0.001993854				
160.3	54.06268	0.001993192				
160.4	54.08268	0.001992579				
160.5	54.10268	0.001992061				
160.6	54.12267	0.001991285				
160.7	54.14268	0.001990838				
160.8	54.16272	0.001990203				
160.9	54.18275	0.001989781				
161	54.20275	0.001988942				
161.1	54.22276	0.001988592				
161.2	54.24277	0.001988344				
161.3	54.2628	0.001987705				
161.4	54.2828	0.001987346				
161.5	54.30281	0.001986688				
161.6	54.32284	0.001986366				
161.7	54.34285	0.001985623				
161.8	54.36286	0.001985251				
161.9	54.38289	0.001984643				
162	54.4029	0.001984446				
162.1	54.4229	0.001983847				
162.2	54.44293	0.001983434				
162.3	54.46296	0.001982945				
162.4	54.48297	0.001982567				
162.5	54.50297	0.001982179				
162.6	54.52298	0.001981661				
162.7	54.543	0.001981468				
162.8	54.56301	0.001980746				
162.9	54.583	0.00198074				
163	54.60303	0.001980219				
163.1	54.62305	0.001979852				
163.2	54.64308	0.00197957				
163.3	54.66308	0.001979255				
163.4	54.6831	0.001978915				
163.5	54.70314	0.001978421				
163.6	54.72316	0.001978385				
163.7	54.74316	0.001978043				
163.8	54.76316	0.001977816				
163.9	54.78317	0.001977393				
164	54.8032	0.001977335				
164.1	54.82323	0.001976937				
164.2	54.84325	0.001976984				
164.3	54.86325	0.001976508				
164.4	54.88326	0.001976501				
164.5	54.90326	0.001976238				
164.6	54.92326	0.00197602				
164.7	54.94326	0.001975928				
164.8	54.96325	0.001975775				
164.9	54.98324	0.001975607				
165	55.00323	0.001975453				
165.1	55.02322	0.001975398				
165.2	55.0432	0.001975213				
165.3	55.06317	0.001975129				
165.4	55.08316	0.001975165				
165.5	55.10312	0.00197493				
165.6	55.1231	0.001974778				
165.7	55.14308	0.001974907				
165.8	55.16305	0.001974678				
165.9	55.18302	0.001974876				
166	55.203	0.001974663				
166.1	55.22297	0.001974648				
166.2	55.24292	0.001974927				
166.3	55.2629	0.001974812				
166.4	55.28289	0.001974817				
166.5	55.30288	0.001974666				
166.6	55.32287	0.001974991				
166.7	55.34283	0.001974898				
166.8	55.36284	0.001974976				
166.9	55.38283	0.001975				
167	55.40283	0.001975231				
167.1	55.4228	0.001975266				
167.2	55.44279	0.001975347				
167.3	55.46279	0.001975485				
167.4	55.48279	0.001975505				
167.5	55.50279	0.00197604				
167.6	55.52279	0.001975881				
167.7	55.54277	0.001976107				
167.8	55.56276	0.00197614				
167.9	55.58279	0.001976476				
168	55.60284	0.001976572				
168.1	55.62284	0.001976822				
168.2	55.64289	0.001977028				
168.3	55.66296	0.001977428				
168.4	55.68299	0.001977649				
168.5	55.70301	0.001977846				
168.6	55.72302	0.001978237				
168.7	55.74307	0.001978284				
168.8	55.76311	0.00197896				
168.9	55.78314	0.001978917				
169	55.80317	0.00197947				
169.1	55.82321	0.00197953				
169.2	55.84325	0.001980116				
169.3	55.86329	0.001980337				
169.4	55.88332	0.001980882				
169.5	55.90335	0.001981242				
169.6	55.92336	0.001981581				
169.7	55.94339	0.00198199				
169.8	55.96343	0.001982268				
169.9	55.98347	0.001982911				
170	56.00347	0.001983177				
170.1	56.02347	0.001983744				
170.2	56.04349	0.001984068				
170.3	56.06346	0.001984619				
170.4	56.08344	0.001985018				
170.5	56.10344	0.001985529				
170.6	56.12343	0.001985963				
170.7	56.14342	0.001986287				
170.8	56.16339	0.001987085				
170.9	56.18338	0.001987479				
171	56.20338	0.001988048				
171.1	56.22337	0.001988253				
171.2	56.24334	0.001989083				
171.3	56.2633	0.001989449				
171.4	56.28327	0.001990174				
171.5	56.30323	0.001990568				
171.6	56.32321	0.00199123				
171.7	56.34321	0.001991918				
171.8	56.36318	0.00199237				
171.9	56.38317	0.001993089				
172	56.40315	0.001993551				
172.1	56.42312	0.001994371				
172.2	56.44311	0.001994697				
172.3	56.4631	0.001995678				
172.4	56.4831	0.001996127				
172.5	56.50309	0.00199693				
172.6	56.52308	0.001997535				
172.7	56.54309	0.001998148				
172.8	56.56309	0.001998915				
172.9	56.58312	0.001999733				
173	56.60311	0.002000494				
173.1	56.62312	0.002001032				
173.2	56.64313	0.002002026				
173.3	56.66316	0.002002522				
173.4	56.68317	0.002003619				
173.5	56.70319	0.002004132				
173.6	56.72321	0.002005093				
173.7	56.74321	0.002005903				
173.8	56.76321	0.002006722				
173.9	56.78322	0.002007563				
174	56.80321	0.002008148				
174.1	56.82322	0.002009337				
174.2	56.84324	0.002010104				
174.3	56.86322	0.002011123				
174.4	56.88323	0.002011843				
174.5	56.9032	0.002012944				
174.6	56.92319	0.002013709				
174.7	56.94317	0.00201475				
174.8	56.96316	0.002015381				
174.9	56.98316	0.002016657				
175	57.00315	0.00201752				
175.1	57.02315	0.002018331				
175.2	57.04314	0.002019384				
175.3	57.06316	0.002020221				
175.4	57.08315	0.002021504				
175.5	57.10315	0.002022151				
175.6	57.12317	0.00202346				
175.7	57.1432	0.002024291				
175.8	57.16322	0.002025494				
175.9	57.18324	0.002026334				
176	57.20326	0.002027527				
176.1	57.22328	0.002028539				
176.2	57.24329	0.002029597				
176.3	57.26331	0.002030723				
176.4	57.28332	0.002031752				
176.5	57.30335	0.002032894				
176.6	57.32339	0.002034037				
176.7	57.34344	0.002035182				
176.8	57.36347	0.002036224				
176.9	57.3835	0.002037538				
177	57.4035	0.002038712				
177.1	57.42351	0.00204001				
177.2	57.44354	0.002041168				
177.3	57.46354	0.002042436				
177.4	57.48358	0.002043819				
177.5	57.50361	0.002044915				
177.6	57.52362	0.002046225				
177.7	57.54363	0.002047267				
177.8	57.56363	0.002048959				
177.9	57.58364	0.002049988				
178	57.60366	0.002051352				
178.1	57.62367	0.002052682				
178.2	57.64371	0.002054059				
178.3	57.66374	0.002055503				
178.4	57.68377	0.002056765				
178.5	57.70381	0.002058169				
178.6	57.72385	0.002059375				
178.7	57.74387	0.002061141				
178.8	57.76391	0.002062114				
178.9	57.78394	0.002063806				
179	57.80398	0.002065076				
179.1	57.82402	0.002066514				
179.2	57.84404	0.002067972				
179.3	57.86407	0.002069269				
179.4	57.8841	0.002070837				
179.5	57.9041	0.002072188				
179.6	57.92411	0.002073833				
179.7	57.94412	0.002075118				
179.8	57.96413	0.0020768				
179.9	57.98413	0.002078274				
180	58.00415	0.002079687				
180.1	58.02415	0.002081291				
180.2	58.04417	0.002082699				
180.3	58.06413	0.002084329				
180.4	58.08411	0.002085598				
180.5	58.10408	0.002087247				
180.6	58.12404	0.002088868				
180.7	58.144	0.002090457				
180.8	58.16395	0.002091861				
180.9	58.18389	0.00209367				
181	58.20385	0.002094944				
181.1	58.22379	0.002096747				
181.2	58.24376	0.002098256				
181.3	58.26373	0.002099926				
181.4	58.28368	0.002101529				
181.5	58.30363	0.002103071				
181.6	58.32358	0.002104901				
181.7	58.34354	0.00210634				
181.8	58.36352	0.002108176				
181.9	58.38347	0.002109686				
182	58.40343	0.002111444				
182.1	58.42338	0.002112863				
182.2	58.44333	0.002114781				
182.3	58.46326	0.002116371				
182.4	58.48325	0.00211817				
182.5	58.5032	0.002119673				
182.6	58.52316	0.00212159				
182.7	58.54312	0.002123204				
182.8	58.5631	0.002124858				
182.9	58.58308	0.002126866				
183	58.60304	0.002128393				
183.1	58.62302	0.002130151				
183.2	58.64297	0.002131982				
183.3	58.66292	0.002133821				
183.4	58.68289	0.002135514				
183.5	58.70288	0.002137411				
183.6	58.72286	0.002139124				
183.7	58.74284	0.002140875				
183.8	58.76284	0.002142556				
183.9	58.78282	0.002144397				
184	58.80285	0.002146323				
184.1	58.82286	0.002148219				
184.2	58.84288	0.002149808				
184.3	58.8629	0.002151678				
184.4	58.88291	0.002153788				
184.5	58.90292	0.002155454				
184.6	58.92296	0.002157393				
184.7	58.94299	0.002159051				
184.8	58.96301	0.002161174				
184.9	58.98302	0.002162937				
185	59.00305	0.00216481				
185.1	59.0231	0.002166679				
185.2	59.04311	0.002168562				
185.3	59.06315	0.002170539				
185.4	59.08317	0.002172368				
185.5	59.1032	0.002174291				
185.6	59.1232	0.002176098				
185.7	59.14321	0.002178275				
185.8	59.16324	0.002179935				
185.9	59.18323	0.002182012				
186	59.20325	0.002183919				
186.1	59.22325	0.00218589				
186.2	59.24325	0.002187776				
186.3	59.26324	0.002189834				
186.4	59.28325	0.002191608				
186.5	59.30328	0.002193543				
186.6	59.32328	0.002195736				
186.7	59.34327	0.002197485				
186.8	59.36326	0.002199541				
186.9	59.38327	0.00220146				
187	59.40328	0.002203656				
187.1	59.42328	0.002205388				
187.2	59.44329	0.002207515				
187.3	59.46329	0.002209445				
187.4	59.4833	0.002211461				
187.5	59.50329	0.002213423				
187.6	59.5233	0.002215381				
187.7	59.54332	0.002217527				
187.8	59.56333	0.002219452				
187.9	59.58335	0.002221534				
188	59.60337	0.002223236				
188.1	59.62337	0.002225577				
188.2	59.64337	0.002227397				
188.3	59.66334	0.002229452				
188.4	59.68336	0.002231482				
188.5	59.70335	0.002233493				
188.6	59.72334	0.002235598				
188.7	59.74337	0.002237588				
188.8	59.76338	0.002239856				
188.9	59.78339	0.002241576				
189	59.80339	0.002243919				
189.1	59.82342	0.002245811				
189.2	59.84343	0.002247932				
189.3	59.86345	0.002249847				
189.4	59.88349	0.002252124				
189.5	59.90352	0.002254139				
189.6	59.92354	0.00225617				
189.7	59.94356	0.002258206				
189.8	59.96355	0.002260242				
189.9	59.98355	0.002262489				
190	60.00356	0.002264235				
190.1	60.02358	0.002266855				
190.2	60.04356	0.002268624				
190.3	60.06357	0.002270874				
190.4	60.08358	0.002272812				
190.5	60.10358	0.002275111				
190.6	60.12358	0.002277059				
190.7	60.14358	0.002279154				
190.8	60.16358	0.002281407				
190.9	60.18358	0.002283306				
191	60.20358	0.00228562				
191.1	60.22358	0.002287583				
191.2	60.24356	0.002289944				
191.3	60.26353	0.002291793				
191.4	60.28352	0.002294241				
191.5	60.3035	0.0022962				
191.6	60.32349	0.002298469				
191.7	60.34346	0.002300473				
191.8	60.36346	0.002302826				
191.9	60.38347	0.002305021				
192	60.40343	0.002306917				
192.1	60.42342	0.0023094				
192.2	60.44341	0.002311236				
192.3	60.46341	0.002313654				
192.4	60.48342	0.002315649				
192.5	60.50342	0.002317876				
192.6	60.52343	0.002319946				
192.7	60.54344	0.002322321				
192.8	60.56344	0.002324391				
192.9	60.58341	0.002326606				
193	60.60341	0.002328741				
193.1	60.62343	0.002330923				
193.2	60.64342	0.002333193				
193.3	60.66342	0.002335141				
193.4	60.68343	0.002337597				
193.5	60.70343	0.002339444				
193.6	60.72346	0.002341951				
193.7	60.74347	0.002343832				
193.8	60.76349	0.002346319				
193.9	60.7835	0.002348602				
194	60.80352	0.002350488				
194.1	60.82355	0.002353013				
194.2	60.84357	0.002355069				
194.3	60.86358	0.002357368				
194.4	60.88357	0.002359406				
194.5	60.90359	0.002361742				
194.6	60.9236	0.002363572				
194.7	60.94361	0.002365959				
194.8	60.96362	0.002368177				
194.9	60.98367	0.002370372				
195	61.00369	0.002372436				
195.1	61.02371	0.002374716				
195.2	61.04377	0.002376961				
195.3	61.06382	0.002379038				
195.4	61.08385	0.002381347				
195.5	61.10389	0.002383495				
195.6	61.12391	0.002385697				
195.7	61.14395	0.002387941				
195.8	61.16397	0.002390083				
195.9	61.18403	0.002392152				
196	61.20406	0.00239467				
196.1	61.22411	0.00239684				
196.2	61.24416	0.002398873				
196.3	61.26421	0.002401374				
196.4	61.28429	0.00240342				
196.5	61.30436	0.002405772				
196.6	61.32443	0.002407864				
196.7	61.3445	0.002410274				
196.8	61.36458	0.002412384				
196.9	61.38465	0.002414781				
197	61.40472	0.002416806				
197.1	61.4248	0.002419072				
197.2	61.44485	0.002421358				
197.3	61.46491	0.002423547				
197.4	61.48498	0.002425917				
197.5	61.50506	0.002428021				
197.6	61.52511	0.002430391				
197.7	61.54518	0.002432577				
197.8	61.56524	0.002434966				
197.9	61.58528	0.002436944				
198	61.60535	0.002439404				
198.1	61.62537	0.002441617				
198.2	61.64539	0.002443869				
198.3	61.66541	0.002446159				
198.4	61.68541	0.002448441				
198.5	61.70541	0.002450814				
198.6	61.72541	0.002453041				
198.7	61.74541	0.002455299				
198.8	61.76543	0.002457419				
198.9	61.78541	0.002459958				
199	61.80539	0.002461967				
199.1	61.82536	0.002464436				
199.2	61.84532	0.002466487				
199.3	61.86528	0.002469013				
199.4	61.88521	0.002471056				
199.5	61.90513	0.002473465				
199.6	61.92516	0.002475651				
199.7	61.94517	0.002477826				
199.8	61.96533	0.002480327				
199.9	61.98511	0.002482403				
