#EXPORTTYPE:DATA SINGLE							
#FILE:C.ngb-sla							
#FORMAT:NETZSCH5							
#FTYPE:ANSI							
#IDENTITY:C-2							
#DECIMAL:POINT							
#SEPARATOR:SEMICOLON							
#MTYPE:DIL							
#INSTRUMENT:NETZSCH DIL 402SE							
#PROJECT:1							
#DATE/TIME:10.12.2019 18:53							
#CORR. FILE:							
#TEMPCAL:TCALZERO.TMX							
#LABORATORY:1							
#OPERATOR:1							
#REMARK:							
#SAMPLE:C-2							
#SAMPLE LENGTH /mm:23.86							
#MATERIAL:Ã’¥…							
#MEASMODE:Standard Expansion							
#M.RANGE /¶Ãm:20000							
#CORR. CODE:010							
#RANGE:-110°„C/5.0(K/min)/200°„C							
#SEGMENT:S1/1							
#SEG. 1:-110°„C/5.0(K/min)/200°„C							
							
##Temp./°„C	Time/min	dL/Lo					
-28.3	16.3749	0.000521426					
-28.2	16.39477	0.000522647					
-28.1	16.41465	0.000523626					
-28	16.43451	0.000524668					
-27.9	16.45437	0.000525741					
-27.8	16.47424	0.000526807					
-27.7	16.4941	0.000527888					
-27.6	16.51398	0.000528893					
-27.5	16.53387	0.00052996					
-27.4	16.55375	0.00053101					
-27.3	16.57363	0.000532071					
-27.2	16.59351	0.000533168					
-27.1	16.61338	0.000534222					
-27	16.63325	0.000535252					
-26.9	16.65315	0.000536336					
-26.8	16.67303	0.000537427					
-26.7	16.69295	0.000538538					
-26.6	16.71287	0.000539482					
-26.5	16.73277	0.000540692					
-26.4	16.75272	0.000541701					
-26.3	16.77263	0.000542771					
-26.2	16.79257	0.000543805					
-26.1	16.81248	0.000544843					
-26	16.83237	0.000545995					
-25.9	16.8523	0.000546912					
-25.8	16.87221	0.000548126					
-25.7	16.89214	0.000549118					
-25.6	16.9121	0.000550228					
-25.5	16.93203	0.000551241					
-25.4	16.95195	0.000552304					
-25.3	16.97191	0.000553394					
-25.2	16.99185	0.000554413					
-25.1	17.01181	0.000555525					
-25	17.03178	0.000556449					
-24.9	17.05174	0.000557611					
-24.8	17.07169	0.000558588					
-24.7	17.09168	0.000559816					
-24.6	17.11164	0.000560703					
-24.5	17.13159	0.000561851					
-24.4	17.15155	0.000562822					
-24.3	17.1715	0.000563973					
-24.2	17.19148	0.00056502					
-24.1	17.21147	0.000566015					
-24	17.23145	0.000567159					
-23.9	17.25144	0.000568103					
-23.8	17.27142	0.000569244					
-23.7	17.29141	0.000570218					
-23.6	17.3114	0.000571371					
-23.5	17.33137	0.000572293					
-23.4	17.35134	0.000573533					
-23.3	17.3713	0.000574398					
-23.2	17.39126	0.000575526					
-23.1	17.41124	0.000576593					
-23	17.43118	0.000577623					
-22.9	17.45113	0.000578675					
-22.8	17.47108	0.00057972					
-22.7	17.49106	0.000580767					
-22.6	17.51098	0.000581747					
-22.5	17.53096	0.000582917					
-22.4	17.55091	0.000583854					
-22.3	17.57086	0.000584994					
-22.2	17.5908	0.00058606					
-22.1	17.61073	0.000586975					
-22	17.63064	0.000588144					
-21.9	17.65057	0.000589051					
-21.8	17.6705	0.000590198					
-21.7	17.69039	0.000591149					
-21.6	17.71032	0.000592182					
-21.5	17.73024	0.000593206					
-21.4	17.75013	0.000594347					
-21.3	17.77004	0.00059538					
-21.2	17.78996	0.000596363					
-21.1	17.80987	0.000597367					
-21	17.82976	0.000598446					
-20.9	17.84966	0.000599481					
-20.8	17.86955	0.000600455					
-20.7	17.88945	0.000601484					
-20.6	17.90934	0.000602588					
-20.5	17.92925	0.000603628					
-20.4	17.94915	0.000604575					
-20.3	17.96907	0.000605647					
-20.2	17.98899	0.000606704					
-20.1	18.00891	0.000607745					
-20	18.02881	0.000608755					
-19.9	18.04875	0.000609811					
-19.8	18.06869	0.000610834					
-19.7	18.08861	0.000611913					
-19.6	18.10857	0.000612873					
-19.5	18.1285	0.000613979					
-19.4	18.14842	0.000614929					
-19.3	18.16837	0.000616064					
-19.2	18.18833	0.000617001					
-19.1	18.20826	0.000618008					
-19	18.22817	0.000619082					
-18.9	18.24812	0.000620074					
-18.8	18.26808	0.000621118					
-18.7	18.28804	0.000622075					
-18.6	18.30799	0.000623119					
-18.5	18.32793	0.000624202					
-18.4	18.34786	0.000625243					
-18.3	18.36779	0.00062618					
-18.2	18.38774	0.000627213					
-18.1	18.40769	0.000628274					
-18	18.42762	0.000629247					
-17.9	18.44756	0.000630237					
-17.8	18.46746	0.000631205					
-17.7	18.4874	0.000632235					
-17.6	18.50734	0.000633211					
-17.5	18.52727	0.000634284					
-17.4	18.54721	0.00063521					
-17.3	18.56717	0.000636325					
-17.2	18.58712	0.000637335					
-17.1	18.60708	0.000638289					
-17	18.62703	0.000639339					
-16.9	18.64701	0.000640337					
-16.8	18.66698	0.000641387					
-16.7	18.68694	0.000642338					
-16.6	18.70689	0.00064339					
-16.5	18.72686	0.000644411					
-16.4	18.74681	0.000645435					
-16.3	18.76677	0.000646333					
-16.2	18.78672	0.000647438					
-16.1	18.80666	0.000648381					
-16	18.82661	0.000649482					
-15.9	18.84657	0.000650472					
-15.8	18.86653	0.000651361					
-15.7	18.8865	0.000652485					
-15.6	18.90645	0.000653409					
-15.5	18.92639	0.000654381					
-15.4	18.94631	0.00065545					
-15.3	18.96623	0.000656473					
-15.2	18.98615	0.000657491					
-15.1	19.00607	0.00065845					
-15	19.02598	0.000659449					
-14.9	19.04588	0.000660469					
-14.8	19.06578	0.000661529					
-14.7	19.08569	0.00066252					
-14.6	19.10559	0.000663488					
-14.5	19.12548	0.000664479					
-14.4	19.14539	0.000665573					
-14.3	19.16531	0.000666469					
-14.2	19.18522	0.000667485					
-14.1	19.20511	0.000668464					
-14	19.22503	0.000669525					
-13.9	19.24495	0.00067054					
-13.8	19.26487	0.000671539					
-13.7	19.28478	0.00067245					
-13.6	19.30469	0.000673501					
-13.5	19.32462	0.000674486					
-13.4	19.34456	0.000675547					
-13.3	19.36454	0.000676479					
-13.2	19.3845	0.000677639					
-13.1	19.40445	0.000678511					
-13	19.42441	0.00067946					
-12.9	19.44441	0.000680595					
-12.8	19.4644	0.000681553					
-12.7	19.48439	0.000682693					
-12.6	19.50438	0.000683608					
-12.5	19.5244	0.000684709					
-12.4	19.54441	0.000685688					
-12.3	19.56441	0.000686785					
-12.2	19.58439	0.000687753					
-12.1	19.6044	0.000688824					
-12	19.62443	0.000689803					
-11.9	19.64444	0.000690834					
-11.8	19.66444	0.000691939					
-11.7	19.68447	0.000692894					
-11.6	19.7045	0.000693999					
-11.5	19.72454	0.000694992					
-11.4	19.74457	0.000696143					
-11.3	19.76459	0.000696996					
-11.2	19.7846	0.000698116					
-11.1	19.80459	0.000699082					
-11	19.82462	0.000700126					
-10.9	19.8446	0.000701208					
-10.8	19.86457	0.000702173					
-10.7	19.88453	0.000703255					
-10.6	19.90451	0.000704228					
-10.5	19.92446	0.000705289					
-10.4	19.94441	0.000706276					
-10.3	19.96438	0.00070742					
-10.2	19.98434	0.000708368					
-10.1	20.00434	0.000709424					
-10	20.02431	0.00071036					
-9.9	20.04424	0.000711488					
-9.8	20.06417	0.000712419					
-9.7	20.0841	0.000713436					
-9.6	20.10402	0.000714493					
-9.5	20.12394	0.000715488					
-9.4	20.14384	0.000716552					
-9.3	20.16374	0.000717503					
-9.2	20.18368	0.000718527					
-9.1	20.20362	0.000719512					
-9	20.22354	0.00072057					
-8.9	20.24347	0.000721529					
-8.8	20.26344	0.000722545					
-8.7	20.28337	0.000723629					
-8.6	20.30332	0.000724528					
-8.5	20.32326	0.000725556					
-8.4	20.34322	0.000726529					
-8.3	20.36318	0.000727548					
-8.2	20.38313	0.000728585					
-8.1	20.40309	0.000729611					
-8	20.42301	0.000730553					
-7.9	20.44294	0.000731487					
-7.8	20.46289	0.000732537					
-7.7	20.48285	0.000733537					
-7.6	20.5028	0.000734478					
-7.5	20.52274	0.000735522					
-7.4	20.54272	0.000736538					
-7.3	20.5627	0.000737468					
-7.2	20.58265	0.000738447					
-7.1	20.60259	0.000739454					
-7	20.62254	0.000740443					
-6.9	20.64251	0.000741432					
-6.8	20.66244	0.000742422					
-6.7	20.68238	0.00074339					
-6.6	20.70235	0.000744383					
-6.5	20.72232	0.000745334					
-6.4	20.74226	0.00074638					
-6.3	20.7622	0.000747345					
-6.2	20.78216	0.000748388					
-6.1	20.80212	0.000749351					
-6	20.82206	0.000750456					
-5.9	20.84202	0.000751383					
-5.8	20.86196	0.000752354					
-5.7	20.88189	0.00075348					
-5.6	20.90181	0.000754402					
-5.5	20.92177	0.000755493					
-5.4	20.94172	0.000756511					
-5.3	20.96167	0.000757492					
-5.2	20.98161	0.000758495					
-5.1	21.00156	0.000759537					
-5	21.02152	0.000760571					
-4.9	21.04149	0.000761506					
-4.8	21.06144	0.000762603					
-4.7	21.0814	0.000763565					
-4.6	21.10137	0.000764584					
-4.5	21.12133	0.000765457					
-4.4	21.1413	0.000766626					
-4.3	21.16128	0.000767497					
-4.2	21.18124	0.000768522					
-4.1	21.2012	0.000769476					
-4	21.22116	0.000770492					
-3.9	21.2411	0.000771483					
-3.8	21.26106	0.000772489					
-3.7	21.28104	0.000773493					
-3.6	21.30103	0.000774468					
-3.5	21.32104	0.00077555					
-3.4	21.34101	0.000776457					
-3.3	21.36096	0.000777477					
-3.2	21.38092	0.000778461					
-3.1	21.4009	0.000779449					
-3	21.42086	0.000780416					
-2.9	21.44083	0.000781458					
-2.8	21.46081	0.000782419					
-2.7	21.48077	0.000783467					
-2.6	21.50072	0.000784413					
-2.5	21.52067	0.000785352					
-2.4	21.54062	0.000786357					
-2.3	21.56059	0.000787406					
-2.2	21.58055	0.000788384					
-2.1	21.60052	0.00078925					
-2	21.62048	0.00079041					
-1.9	21.64046	0.000791303					
-1.8	21.66045	0.000792244					
-1.7	21.68043	0.000793239					
-1.6	21.70043	0.00079427					
-1.5	21.72039	0.000795251					
-1.4	21.74037	0.000796279					
-1.3	21.76036	0.000797266					
-1.2	21.78034	0.000798229					
-1.1	21.8003	0.000799151					
-1	21.82028	0.000800182					
-0.9	21.84027	0.000801122					
-0.8	21.86025	0.000802101					
-0.7	21.8802	0.000803133					
-0.6	21.9002	0.000804097					
-0.5	21.92017	0.000805063					
-0.4	21.94015	0.000805974					
-0.3	21.96012	0.000807036					
-0.2	21.98011	0.000807917					
-0.1	22.00008	0.000809008					
0	22.02006	0.00080989					
0.1	22.04003	0.000810978					
0.2	22.06	0.000811824					
0.3	22.07997	0.000812867					
0.4	22.09993	0.000813813					
0.5	22.11988	0.00081471					
0.6	22.13983	0.000815749					
0.7	22.15977	0.000816638					
0.8	22.17974	0.000817682					
0.9	22.19971	0.000818566					
1	22.21968	0.000819586					
1.1	22.23963	0.000820495					
1.2	22.25955	0.000821406					
1.3	22.27948	0.00082242					
1.4	22.29944	0.000823338					
1.5	22.3194	0.000824309					
1.6	22.33935	0.000825164					
1.7	22.35928	0.000826277					
1.8	22.37922	0.000827087					
1.9	22.39913	0.00082812					
2	22.41908	0.000828986					
2.1	22.439	0.000830003					
2.2	22.45894	0.0008309					
2.3	22.47886	0.000831808					
2.4	22.49882	0.000832799					
2.5	22.51876	0.000833691					
2.6	22.53872	0.000834732					
2.7	22.55866	0.000835619					
2.8	22.57863	0.000836609					
2.9	22.59858	0.000837457					
3	22.61854	0.000838512					
3.1	22.6385	0.000839392					
3.2	22.65848	0.00084029					
3.3	22.67847	0.000841354					
3.4	22.69842	0.000842193					
3.5	22.7184	0.000843246					
3.6	22.73837	0.000844079					
3.7	22.75834	0.000845059					
3.8	22.77835	0.00084598					
3.9	22.79834	0.000846955					
4	22.81834	0.000847794					
4.1	22.83833	0.000848801					
4.2	22.85834	0.000849674					
4.3	22.87834	0.000850652					
4.4	22.89833	0.000851473					
4.5	22.91831	0.000852332					
4.6	22.93833	0.000853391					
4.7	22.95833	0.000854238					
4.8	22.97835	0.000855158					
4.9	22.99834	0.000856033					
5	23.01832	0.000857003					
5.1	23.03831	0.000857925					
5.2	23.0583	0.000858796					
5.3	23.07829	0.000859771					
5.4	23.09826	0.000860645					
5.5	23.11827	0.000861614					
5.6	23.13824	0.000862474					
5.7	23.15823	0.000863411					
5.8	23.17822	0.000864357					
5.9	23.1982	0.000865161					
6	23.21817	0.000866127					
6.1	23.23813	0.000867001					
6.2	23.25809	0.000867921					
6.3	23.27804	0.000868842					
6.4	23.29801	0.000869752					
6.5	23.31796	0.00087065					
6.6	23.33794	0.000871535					
6.7	23.35785	0.000872506					
6.8	23.37782	0.000873313					
6.9	23.39777	0.00087419					
7	23.41773	0.000875161					
7.1	23.43767	0.00087607					
7.2	23.45762	0.000876938					
7.3	23.47756	0.000877864					
7.4	23.49751	0.000878779					
7.5	23.51747	0.000879622					
7.6	23.53742	0.000880612					
7.7	23.55735	0.000881377					
7.8	23.57727	0.000882348					
7.9	23.59719	0.000883085					
8	23.61712	0.000884096					
8.1	23.63705	0.000884948					
8.2	23.657	0.000885817					
8.3	23.67696	0.000886708					
8.4	23.69692	0.000887613					
8.5	23.71688	0.000888511					
8.6	23.73683	0.000889334					
8.7	23.75677	0.00089028					
8.8	23.77673	0.000891116					
8.9	23.79667	0.000891983					
9	23.81661	0.000892837					
9.1	23.83656	0.000893776					
9.2	23.85655	0.000894619					
9.3	23.87649	0.000895545					
9.4	23.89646	0.000896477					
9.5	23.9164	0.000897251					
9.6	23.93636	0.00089818					
9.7	23.95634	0.000898996					
9.8	23.97633	0.000899932					
9.9	23.99633	0.000900744					
10	24.01632	0.000901666					
10.1	24.0363	0.000902564					
10.2	24.05629	0.000903363					
10.3	24.07628	0.000904261					
10.4	24.09625	0.000905139					
10.5	24.11624	0.000906073					
10.6	24.13621	0.000906889					
10.7	24.15619	0.000907866					
10.8	24.17616	0.000908613					
10.9	24.19614	0.0009096					
11	24.21612	0.000910384					
11.1	24.23611	0.000911218					
11.2	24.25607	0.000912139					
11.3	24.27603	0.000912995					
11.4	24.29602	0.000913895					
11.5	24.31598	0.000914756					
11.6	24.33596	0.000915643					
11.7	24.35591	0.000916481					
11.8	24.37586	0.000917398					
11.9	24.39581	0.000918259					
12	24.41577	0.000919065					
12.1	24.43574	0.000919926					
12.2	24.45571	0.000920868					
12.3	24.47569	0.00092171					
12.4	24.49565	0.000922582					
12.5	24.51561	0.000923455					
12.6	24.53557	0.000924432					
12.7	24.55554	0.000925218					
12.8	24.57552	0.000926045					
12.9	24.5955	0.000927024					
13	24.61546	0.000927836					
13.1	24.63541	0.000928694					
13.2	24.65539	0.000929576					
13.3	24.67541	0.000930448					
13.4	24.69539	0.000931349					
13.5	24.71538	0.000932223					
13.6	24.73536	0.000933024					
13.7	24.75536	0.000933967					
13.8	24.77536	0.000934798					
13.9	24.79538	0.00093573					
14	24.81539	0.000936486					
14.1	24.83539	0.00093742					
14.2	24.85538	0.000938421					
14.3	24.87536	0.000939172					
14.4	24.89535	0.000940018					
14.5	24.91534	0.000940974					
14.6	24.93537	0.000941912					
14.7	24.95536	0.000942766					
14.8	24.97537	0.000943677					
14.9	24.99539	0.000944516					
15	25.01542	0.000945496					
15.1	25.03544	0.000946355					
15.2	25.05547	0.00094722					
15.3	25.07547	0.000948115					
15.4	25.09549	0.000948992					
15.5	25.11551	0.000949975					
15.6	25.13552	0.000950719					
15.7	25.15554	0.000951683					
15.8	25.17555	0.000952488					
15.9	25.19557	0.000953498					
16	25.21557	0.0009543					
16.1	25.23557	0.000955209					
16.2	25.25557	0.00095611					
16.3	25.27557	0.000956983					
16.4	25.29559	0.000957914					
16.5	25.31559	0.000958734					
16.6	25.33558	0.000959634					
16.7	25.35555	0.000960511					
16.8	25.37555	0.000961484					
16.9	25.39555	0.000962225					
17	25.41553	0.000963203					
17.1	25.4355	0.000964057					
17.2	25.45549	0.000964873					
17.3	25.47545	0.000965745					
17.4	25.49542	0.000966555					
17.5	25.51537	0.000967449					
17.6	25.53533	0.000968315					
17.7	25.5553	0.000969134					
17.8	25.57527	0.000969966					
17.9	25.59522	0.000970914					
18	25.61517	0.00097169					
18.1	25.63513	0.000972621					
18.2	25.6551	0.000973345					
18.3	25.67507	0.000974348					
18.4	25.69504	0.000975225					
18.5	25.71499	0.000975963					
18.6	25.73496	0.000976919					
18.7	25.75494	0.00097772					
18.8	25.77494	0.000978559					
18.9	25.7949	0.000979364					
19	25.81488	0.000980197					
19.1	25.83486	0.000981011					
19.2	25.85485	0.000981929					
19.3	25.87486	0.000982633					
19.4	25.89487	0.000983488					
19.5	25.91484	0.000984323					
19.6	25.93484	0.000985247					
19.7	25.95481	0.000986018					
19.8	25.97482	0.000986807					
19.9	25.99479	0.00098767					
20	26.01479	0.000988502					
20.1	26.03478	0.000989317					
20.2	26.05476	0.000990148					
20.3	26.07473	0.000991015					
20.4	26.09472	0.000991832					
20.5	26.11471	0.000992659					
20.6	26.13474	0.0009934					
20.7	26.15474	0.000994332					
20.8	26.17474	0.000995123					
20.9	26.19472	0.000996005					
21	26.21471	0.000996722					
21.1	26.23468	0.00099757					
21.2	26.25466	0.000998416					
21.3	26.27462	0.000999223					
21.4	26.29459	0.001000051					
21.5	26.31457	0.001000877					
21.6	26.33456	0.001001777					
21.7	26.35457	0.001002553					
21.8	26.37456	0.001003469					
21.9	26.39456	0.00100424					
22	26.41458	0.00100516					
22.1	26.4346	0.001005874					
22.2	26.45462	0.001006813					
22.3	26.47463	0.00100763					
22.4	26.49465	0.001008451					
22.5	26.51468	0.001009314					
22.6	26.53468	0.0010101					
22.7	26.55468	0.001010956					
22.8	26.5747	0.001011712					
22.9	26.5947	0.001012654					
23	26.61472	0.001013403					
23.1	26.63474	0.001014289					
23.2	26.65477	0.001015009					
23.3	26.67478	0.001015968					
23.4	26.69481	0.001016777					
23.5	26.71483	0.001017506					
23.6	26.73485	0.001018477					
23.7	26.75485	0.001019226					
23.8	26.77484	0.001020115					
23.9	26.79484	0.0010208					
24	26.81484	0.001021724					
24.1	26.83483	0.001022509					
24.2	26.85479	0.001023361					
24.3	26.87477	0.001024187					
24.4	26.89476	0.001025002					
24.5	26.91475	0.001025757					
24.6	26.93472	0.001026607					
24.7	26.95469	0.001027413					
24.8	26.97466	0.001028243					
24.9	26.99463	0.001028943					
25	27.01462	0.001029822					
25.1	27.03458	0.001030613					
25.2	27.05453	0.001031381					
25.3	27.07446	0.001032223					
25.4	27.09441	0.001033024					
25.5	27.11436	0.001033814					
25.6	27.13433	0.001034628					
25.7	27.15429	0.001035387					
25.8	27.17425	0.001036233					
25.9	27.19421	0.001036989					
26	27.21417	0.001037833					
26.1	27.23413	0.001038624					
26.2	27.25408	0.001039388					
26.3	27.27407	0.00104021					
26.4	27.29402	0.001041028					
26.5	27.314	0.001041742					
26.6	27.33398	0.001042591					
26.7	27.35393	0.001043333					
26.8	27.37391	0.001044114					
26.9	27.39386	0.001044889					
27	27.41384	0.001045718					
27.1	27.43381	0.001046479					
27.2	27.45379	0.001047195					
27.3	27.47377	0.001047979					
27.4	27.49377	0.001048803					
27.5	27.51374	0.001049611					
27.6	27.53371	0.001050322					
27.7	27.55369	0.00105116					
27.8	27.57368	0.001051843					
27.9	27.59367	0.001052728					
28	27.61364	0.001053406					
28.1	27.63362	0.001054164					
28.2	27.65362	0.001054928					
28.3	27.67363	0.001055735					
28.4	27.69363	0.00105649					
28.5	27.71362	0.001057178					
28.6	27.7336	0.001058056					
28.7	27.75358	0.001058739					
28.8	27.77358	0.001059578					
28.9	27.79358	0.001060268					
29	27.81359	0.001061061					
29.1	27.83358	0.001061854					
29.2	27.85356	0.001062497					
29.3	27.87356	0.001063262					
29.4	27.89356	0.001064021					
29.5	27.91356	0.001064788					
29.6	27.93358	0.001065503					
29.7	27.95357	0.001066273					
29.8	27.97359	0.001066984					
29.9	27.99358	0.001067778					
30	28.01359	0.001068466					
30.1	28.03362	0.001069255					
30.2	28.0536	0.001069992					
30.3	28.07357	0.001070724					
30.4	28.09357	0.001071512					
30.5	28.11358	0.001072134					
30.6	28.13358	0.001072911					
30.7	28.15359	0.001073677					
30.8	28.1736	0.001074392					
30.9	28.19358	0.001075058					
31	28.21357	0.001075875					
31.1	28.23356	0.001076527					
31.2	28.25355	0.001077189					
31.3	28.27357	0.001078016					
31.4	28.29357	0.001078585					
31.5	28.31358	0.001079326					
31.6	28.33356	0.001080112					
31.7	28.35356	0.001080813					
31.8	28.37354	0.001081421					
31.9	28.39349	0.001082162					
32	28.41346	0.001082987					
32.1	28.43341	0.001083643					
32.2	28.45337	0.001084299					
32.3	28.47338	0.001085061					
32.4	28.49337	0.001085823					
32.5	28.51336	0.001086431					
32.6	28.53333	0.001087138					
32.7	28.55333	0.001087836					
32.8	28.57332	0.001088536					
32.9	28.5933	0.001089266					
33	28.61331	0.001089893					
33.1	28.63332	0.00109063					
33.2	28.65331	0.001091417					
33.3	28.67329	0.001092022					
33.4	28.69328	0.00109269					
33.5	28.71325	0.001093336					
33.6	28.73323	0.001094087					
33.7	28.75324	0.001094683					
33.8	28.77325	0.001095486					
33.9	28.79329	0.001096069					
34	28.81333	0.001096804					
34.1	28.83337	0.001097481					
34.2	28.8534	0.001098164					
34.3	28.87341	0.001098831					
34.4	28.89341	0.001099439					
34.5	28.91341	0.001100244					
34.6	28.9334	0.001100839					
34.7	28.95338	0.001101493					
34.8	28.97337	0.001102194					
34.9	28.99337	0.001102903					
35	29.01337	0.001103468					
35.1	29.03335	0.001104187					
35.2	29.05333	0.001104909					
35.3	29.07334	0.001105506					
35.4	29.09335	0.001106267					
35.5	29.11337	0.001106704					
35.6	29.13338	0.001107501					
35.7	29.15339	0.001108085					
35.8	29.17338	0.001108775					
35.9	29.19336	0.001109331					
36	29.21335	0.00111009					
36.1	29.23334	0.001110724					
36.2	29.25334	0.001111365					
36.3	29.27334	0.001112009					
36.4	29.29335	0.001112597					
36.5	29.31335	0.001113356					
36.6	29.33335	0.001113914					
36.7	29.35337	0.001114558					
36.8	29.37337	0.001115147					
36.9	29.39336	0.00111583					
37	29.41337	0.001116463					
37.1	29.43338	0.001116986					
37.2	29.45339	0.001117655					
37.3	29.4734	0.001118307					
37.4	29.49338	0.001119013					
37.5	29.51339	0.001119527					
37.6	29.53337	0.001120246					
37.7	29.55337	0.001120728					
37.8	29.57336	0.001121522					
37.9	29.59334	0.001121994					
38	29.61331	0.001122627					
38.1	29.63328	0.001123247					
38.2	29.65324	0.001123817					
38.3	29.6732	0.001124453					
38.4	29.69317	0.001125092					
38.5	29.71313	0.001125676					
38.6	29.73311	0.001126323					
38.7	29.75307	0.001126932					
38.8	29.77303	0.001127388					
38.9	29.79299	0.001128057					
39	29.81296	0.001128619					
39.1	29.8329	0.001129266					
39.2	29.85286	0.001129768					
39.3	29.8728	0.001130369					
39.4	29.89276	0.001130951					
39.5	29.9127	0.001131595					
39.6	29.93266	0.001132056					
39.7	29.9526	0.001132709					
39.8	29.97257	0.001133288					
39.9	29.99255	0.001133854					
40	30.01253	0.001134395					
40.1	30.03249	0.001135022					
40.2	30.05248	0.001135591					
40.3	30.07245	0.001136113					
40.4	30.09243	0.001136705					
40.5	30.1124	0.001137124					
40.6	30.13239	0.001137806					
40.7	30.15237	0.001138334					
40.8	30.17234	0.001138876					
40.9	30.19232	0.001139424					
41	30.21231	0.00114002					
41.1	30.2323	0.001140564					
41.2	30.25228	0.001141046					
41.3	30.27227	0.001141638					
41.4	30.29227	0.001142112					
41.5	30.31226	0.00114275					
41.6	30.33226	0.001143221					
41.7	30.35224	0.001143795					
41.8	30.37224	0.001144245					
41.9	30.39223	0.001144888					
42	30.4122	0.001145315					
42.1	30.4322	0.001145878					
42.2	30.45218	0.00114642					
42.3	30.47216	0.001146931					
42.4	30.49215	0.001147454					
42.5	30.51214	0.001147905					
42.6	30.53212	0.001148515					
42.7	30.55209	0.001148953					
42.8	30.57206	0.001149538					
42.9	30.59204	0.001149981					
43	30.61203	0.001150524					
43.1	30.632	0.001151028					
43.2	30.65197	0.001151591					
43.3	30.67194	0.001152087					
43.4	30.69192	0.001152535					
43.5	30.71189	0.001153098					
43.6	30.73186	0.00115352					
43.7	30.75184	0.001154109					
43.8	30.77181	0.001154542					
43.9	30.79178	0.001155067					
44	30.81175	0.00115552					
44.1	30.83174	0.001156033					
44.2	30.85172	0.001156465					
44.3	30.8717	0.001156969					
44.4	30.89168	0.001157535					
44.5	30.91166	0.001157885					
44.6	30.93165	0.001158342					
44.7	30.95163	0.001158889					
44.8	30.97161	0.001159344					
44.9	30.9916	0.00115973					
45	31.0116	0.00116028					
45.1	31.03161	0.00116067					
45.2	31.05163	0.001161223					
45.3	31.07164	0.001161707					
45.4	31.09164	0.001162107					
45.5	31.11164	0.001162507					
45.6	31.13165	0.001162951					
45.7	31.15164	0.001163459					
45.8	31.17161	0.001163858					
45.9	31.19161	0.001164299					
46	31.2116	0.001164704					
46.1	31.23159	0.001165204					
46.2	31.25156	0.001165519					
46.3	31.27152	0.001165981					
46.4	31.2915	0.001166415					
46.5	31.31147	0.001166823					
46.6	31.33146	0.001167219					
46.7	31.35144	0.001167731					
46.8	31.37142	0.001168086					
46.9	31.39141	0.001168456					
47	31.41139	0.001168953					
47.1	31.43135	0.001169275					
47.2	31.45132	0.001169732					
47.3	31.47127	0.001170118					
47.4	31.49123	0.001170521					
47.5	31.51121	0.001170858					
47.6	31.53118	0.001171338					
47.7	31.55114	0.001171628					
47.8	31.57113	0.001172109					
47.9	31.59112	0.001172412					
48	31.61108	0.001172799					
48.1	31.63108	0.001173151					
48.2	31.65105	0.001173535					
48.3	31.67105	0.001173974					
48.4	31.69105	0.001174258					
48.5	31.71104	0.001174705					
48.6	31.73105	0.001174996					
48.7	31.75102	0.001175405					
48.8	31.77103	0.001175738					
48.9	31.79103	0.001176112					
49	31.81103	0.001176429					
49.1	31.83102	0.001176854					
49.2	31.85102	0.001177129					
49.3	31.87102	0.00117742					
49.4	31.89103	0.00117791					
49.5	31.91102	0.001178116					
49.6	31.93101	0.001178508					
49.7	31.951	0.001178819					
49.8	31.971	0.00117917					
49.9	31.99099	0.001179457					
50	32.011	0.001179788					
50.1	32.03099	0.001180135					
50.2	32.05097	0.00118043					
50.3	32.07097	0.001180722					
50.4	32.09097	0.001181037					
50.5	32.11097	0.00118138					
50.6	32.13097	0.001181634					
50.7	32.15094	0.001181938					
50.8	32.17092	0.001182195					
50.9	32.19088	0.001182513					
51	32.21086	0.001182839					
51.1	32.23084	0.001183117					
51.2	32.25081	0.001183312					
51.3	32.27078	0.001183651					
51.4	32.29075	0.001183962					
51.5	32.31073	0.001184152					
51.6	32.33071	0.001184439					
51.7	32.3507	0.001184726					
51.8	32.37068	0.001185051					
51.9	32.39066	0.001185265					
52	32.41065	0.001185475					
52.1	32.43062	0.001185761					
52.2	32.45059	0.001185998					
52.3	32.47056	0.001186252					
52.4	32.49055	0.001186491					
52.5	32.51053	0.001186725					
52.6	32.5305	0.001186967					
52.7	32.55049	0.001187211					
52.8	32.57051	0.001187418					
52.9	32.59052	0.00118765					
53	32.61053	0.001187936					
53.1	32.63052	0.001188076					
53.2	32.65052	0.0011883					
53.3	32.67053	0.001188488					
53.4	32.69053	0.001188653					
53.5	32.71053	0.001188965					
53.6	32.73051	0.001189054					
53.7	32.75053	0.001189314					
53.8	32.77052	0.001189485					
53.9	32.79052	0.001189716					
54	32.8105	0.00118979					
54.1	32.83048	0.001189966					
54.2	32.85049	0.001190185					
54.3	32.87048	0.001190314					
54.4	32.89045	0.001190593					
54.5	32.91042	0.001190598					
54.6	32.93039	0.001190801					
54.7	32.95037	0.001190931					
54.8	32.97035	0.001191119					
54.9	32.9903	0.001191182					
55	33.01027	0.001191335					
55.1	33.03023	0.001191511					
55.2	33.05022	0.001191593					
55.3	33.07018	0.001191653					
55.4	33.09013	0.001191803					
55.5	33.1101	0.001191962					
55.6	33.13008	0.001191969					
55.7	33.15005	0.001192137					
